distancia_km,tempo_isquemia_max_horas,urgencia_receptor,disponibilidade_voo_comercial_bool,custo_voo_comercial_estimado,disponibilidade_voo_dedicado_bool,custo_voo_dedicado_estimado,melhor_modal
1000.9253792594955,4,4,0,0.0,1,16996.59990574009,2
741.1334870460249,4,2,0,0.0,1,4394.334376880452,2
1497.7268155628058,24,3,1,2923.919398337777,1,12318.04397950157,1
1360.8244423972835,48,5,0,0.0,1,15404.38149413223,0
1669.7080746184195,12,1,0,0.0,0,0.0,0
1261.389786547187,4,3,0,0.0,1,17640.79085944398,2
879.400559854795,6,1,0,0.0,1,14855.976535145852,2
909.2192215094291,4,4,0,0.0,0,0.0,0
531.406944158095,12,5,0,0.0,1,7177.586279657537,0
779.3249996661574,6,4,1,2007.8579956118976,1,10775.004386311732,2
540.3704164940606,48,5,0,0.0,1,10717.73597786821,0
405.5576815365794,4,1,1,2156.571067157606,1,8586.30634898267,2
1372.701581111351,12,3,1,1372.9781362550762,1,8492.430902144297,1
953.3909229410957,4,3,1,3590.819035690401,0,0.0,1
98.49744290059994,48,4,1,3935.327999628969,1,9871.670070088183,0
1862.407095813316,48,5,1,4675.0533579396015,1,5472.308145261703,0
1479.4188051996477,24,3,1,2430.8710935960444,0,0.0,1
1913.1974324305254,4,2,0,0.0,0,0.0,0
1185.9221435769412,6,3,1,3798.3790391765588,0,0.0,1
873.9516279470811,48,1,1,3086.1816124938423,0,0.0,1
1655.5431828343894,4,3,1,3368.2365385450244,0,0.0,1
576.4468437718332,48,4,0,0.0,1,18629.267207117977,0
1217.947351374804,48,1,0,0.0,1,19222.416678692713,2
1556.2515337190885,4,4,0,0.0,0,0.0,0
468.5737490235151,4,5,1,1572.2157903552056,0,0.0,1
140.90191164927182,6,1,0,0.0,0,0.0,0
528.3630223018107,48,5,1,2816.640278099167,0,0.0,0
1721.8455439257978,12,3,1,4380.16724546466,1,8978.463247475867,1
695.2274070748794,6,1,1,2459.010969236313,0,0.0,1
1105.5105600330903,4,4,1,2215.4541525135464,1,16857.797003963533,2
1474.8889667041635,24,3,0,0.0,1,3098.5530811851145,0
1236.7402392433287,24,4,0,0.0,0,0.0,0
817.8209749486736,12,1,1,3066.914943304605,1,6671.70833180684,2
1119.986104437844,4,5,0,0.0,0,0.0,0
92.28521997623969,24,2,1,649.8520925297195,1,5899.00991400211,0
519.1693397048616,48,2,0,0.0,0,0.0,0
1314.9245843427227,24,1,0,0.0,0,0.0,0
314.44411545345855,48,2,1,2323.9998691981255,0,0.0,1
292.06151295044214,6,2,1,3477.1948615494593,1,15251.975884786803,2
732.4144433828967,4,4,0,0.0,1,10615.979270231655,2
844.7899802120451,12,3,1,2609.696942541227,1,7644.401693649034,0
477.55137453202155,6,2,0,0.0,1,5707.2594588024585,2
1749.9405788775452,12,4,1,2938.626871767804,0,0.0,1
247.28471056793745,48,3,0,0.0,0,0.0,0
500.152583997446,4,5,0,0.0,1,14102.483566549205,2
1261.1615754535278,6,2,1,3787.935264356541,1,12425.612084861532,2
1120.7222220345163,24,3,1,1589.50392769632,0,0.0,1
652.4104432633472,4,4,1,1162.8127910045632,1,19022.125343632437,2
1725.2394908136907,24,5,1,4838.900251722246,1,6167.991505931124,0
1015.3250178668288,12,4,0,0.0,1,19649.469718807308,2
855.0020869489393,6,2,1,3838.9270213914583,0,0.0,1
1688.2918089233006,4,5,1,3380.515162300194,1,6335.486116524269,2
348.7039407397127,4,1,1,1389.1155636285648,1,12693.19860790875,2
659.3105381697552,12,4,1,4328.560496773243,1,11813.134552739199,0
530.8014178689261,12,1,0,0.0,0,0.0,0
1979.136341721765,4,5,0,0.0,0,0.0,0
1750.6450689168475,12,3,0,0.0,0,0.0,0
1941.2176581942401,4,5,0,0.0,0,0.0,0
636.8633446925388,12,5,1,2057.914335981757,0,0.0,0
1449.6199340584262,12,2,1,1224.0963926074305,1,10161.682251495124,2
1516.4317615505388,24,2,0,0.0,0,0.0,0
220.73235940471716,12,1,0,0.0,0,0.0,0
1579.7407969677843,12,3,1,2627.627318227886,1,3274.480339173653,1
1876.1913240966342,24,1,0,0.0,0,0.0,0
1553.9699688383494,4,5,0,0.0,0,0.0,0
1843.6833232546426,6,4,0,0.0,1,7651.261305629296,2
705.401928086689,6,3,0,0.0,1,18403.464765037425,2
1377.7987024992701,24,1,1,4208.296593018068,0,0.0,1
626.4193490219095,6,2,0,0.0,0,0.0,0
657.4911171721413,48,3,0,0.0,1,13826.917331750421,0
1429.1907511058912,48,4,1,1044.8373760576098,0,0.0,1
379.8880242590571,24,2,1,2294.152997607922,1,16205.765098489968,2
438.0715078937944,6,5,1,3446.4170375295134,1,16650.852570553463,2
1919.487886147674,48,1,1,4022.9662355989076,0,0.0,1
1954.3990449012877,4,3,1,1633.5375180172907,0,0.0,1
1971.8954282950044,12,4,0,0.0,0,0.0,0
1367.5807695843907,24,5,0,0.0,1,14622.565642715468,0
1529.3523920063628,48,4,1,3037.8671446497237,0,0.0,1
147.0132429467774,4,4,1,984.0667682123483,0,0.0,0
1468.0132392163996,4,1,1,1345.054840205925,0,0.0,1
1790.7934074686243,12,3,0,0.0,1,12364.196501067561,2
1881.7759863768636,24,3,1,3939.7617213365984,1,12306.716549299073,0
750.5142184462229,48,2,1,3730.9547306886543,1,4449.209479065658,2
1897.6951479785662,4,1,0,0.0,1,15063.259789118632,2
522.0809076848639,24,3,1,3456.8638220800735,0,0.0,0
92.97493108453455,4,4,1,2865.698615797345,1,3217.796379094476,2
1724.1729498513232,24,3,0,0.0,1,15832.04335664974,0
731.4201866533582,12,4,1,604.1764856143541,0,0.0,1
173.2090423579508,24,1,1,789.6607936097896,1,13445.019886323304,2
116.84518948274746,4,2,1,936.7048841809728,1,3176.465142242025,2
536.6383399429085,24,5,1,4114.923572558333,0,0.0,0
1233.6225664432907,12,2,1,1179.2575611082311,1,16754.295468450877,2
1963.9330768163666,24,1,1,4301.44174855405,1,4181.1896793119,2
389.1835858093493,24,2,0,0.0,0,0.0,0
99.49408415851514,4,1,0,0.0,0,0.0,0
214.58863232683163,12,2,0,0.0,0,0.0,0
113.14369808319745,12,5,0,0.0,0,0.0,0
948.1971497716104,6,2,1,924.3468879136616,1,11845.608627496116,2
1725.74947530336,24,4,0,0.0,0,0.0,0
296.31189633365864,4,4,1,2277.3537846770187,0,0.0,1
501.05601962806503,24,1,1,2255.1092682565663,0,0.0,1
300.55444793930087,6,1,1,2022.771801748947,0,0.0,1
102.56264065792644,6,1,1,3229.530669207236,0,0.0,0
1170.1123014024781,12,2,0,0.0,1,19572.88596365973,2
1491.375980862758,24,2,0,0.0,1,16400.640695178692,2
1951.8556749991476,24,4,0,0.0,0,0.0,0
834.625356104117,12,4,0,0.0,1,11005.561948486127,0
952.2683762288892,12,3,1,4902.921618836936,0,0.0,0
644.6386797552012,24,2,0,0.0,1,5043.502860683673,2
1268.3818806245606,24,5,1,4046.6347104829083,1,17338.287157712457,0
1817.873182987644,48,3,0,0.0,1,13565.566833201152,0
291.8203474203625,48,4,1,4336.443706078342,1,6334.224564835371,0
819.0218938278027,4,2,1,2923.3666798628974,0,0.0,1
577.278542493597,6,5,0,0.0,1,9436.67975053598,2
784.552451746863,24,2,0,0.0,0,0.0,0
1039.5268573583237,48,1,1,4830.81596976425,0,0.0,1
1006.6001849657702,4,1,1,3387.500745329923,0,0.0,1
228.45807212672682,4,1,1,1124.0640134269354,1,4456.035203226383,2
1846.4761113183304,24,3,0,0.0,0,0.0,0
665.8920182420987,4,5,1,2232.985491733375,1,18616.937495171635,2
649.7043637958332,24,5,0,0.0,0,0.0,0
996.3064972289231,12,2,1,4741.377789638525,0,0.0,1
102.24640221207929,48,1,0,0.0,0,0.0,0
295.7427547640066,24,2,0,0.0,1,17781.36526689212,2
434.0610474066336,4,2,1,4813.334748358203,0,0.0,1
729.3191554207547,24,1,0,0.0,1,17816.82009547195,2
1178.2574885983004,48,4,1,3413.2520047936773,0,0.0,0
871.9305780983724,4,3,0,0.0,0,0.0,0
705.7577992472326,6,2,1,1502.1028023369213,0,0.0,1
430.3009938146061,6,1,0,0.0,1,16039.41800892159,2
635.5561044184844,6,1,0,0.0,0,0.0,0
1841.8237505585353,24,2,1,4312.87425290332,0,0.0,1
412.93371446410885,4,5,1,1830.2380337112008,1,14457.622815641818,2
201.5155559520608,24,3,1,4352.626578758105,0,0.0,0
685.6021863776526,12,3,1,4901.791267797729,1,17010.248717620976,0
1615.5395948457729,4,2,1,3488.3023147035,0,0.0,1
776.1010920144882,6,2,1,1483.4486844246078,1,16790.9516402508,2
629.3725583700128,4,5,0,0.0,0,0.0,0
1002.1210719920444,4,4,1,3358.827528099455,1,9794.183243673378,2
216.10760829694422,12,5,0,0.0,1,14726.071815932984,0
729.7000132873313,4,3,1,2941.3519213471295,1,5569.117290478909,2
139.25628305471693,4,2,1,3763.284793420113,1,9371.30945323684,2
1121.344276003777,12,3,0,0.0,1,17244.912228436267,2
1395.6930576459988,12,3,1,3751.0346301837544,0,0.0,1
1711.6205409465917,48,3,1,1180.5742962464612,0,0.0,1
799.7459006266652,24,1,0,0.0,1,15360.591118611472,2
152.17689718908355,6,2,1,2895.224537507298,1,9989.085923754421,2
1785.341557573398,48,1,0,0.0,0,0.0,0
213.80020621338687,24,1,0,0.0,0,0.0,0
530.9702460462013,4,3,0,0.0,0,0.0,0
578.7654187575239,4,1,1,3096.1983888821924,0,0.0,1
1705.704911339932,48,2,0,0.0,0,0.0,0
988.4206316592242,4,2,1,857.6322477544747,0,0.0,1
303.8283503165189,4,4,0,0.0,0,0.0,0
1334.992147484076,24,1,0,0.0,1,17381.96564527622,2
1531.01637865873,6,1,1,1418.5174830375004,1,6679.431911473261,2
1753.5894546372788,12,4,0,0.0,1,3854.284912768398,2
221.85277158994535,12,1,1,797.7864442768291,1,14511.099914021108,2
581.4204860441907,4,1,0,0.0,1,9743.25434656642,2
425.3974840412142,48,2,1,4201.841227846266,0,0.0,1
1861.624297988067,24,1,0,0.0,0,0.0,0
727.8185893707607,6,5,1,4226.367729316111,1,8817.49734658333,2
151.536610923414,12,4,0,0.0,0,0.0,0
594.4140170265428,48,2,0,0.0,0,0.0,0
645.2980234227555,12,5,0,0.0,0,0.0,0
301.3345987679298,6,3,1,4199.072374641886,0,0.0,1
287.66153516482495,24,1,1,3038.1146239993654,0,0.0,1
1514.474836352358,24,5,0,0.0,1,17230.995140109793,0
1069.3470721723882,12,5,1,4943.691967333541,0,0.0,1
1105.406343936061,24,1,0,0.0,1,7586.410992478054,2
380.19828682043243,12,2,0,0.0,0,0.0,0
1220.454052815108,6,2,0,0.0,1,5642.89645514999,2
1975.5945015959537,12,1,0,0.0,1,5298.898620649625,2
793.7802039590441,4,5,1,3252.331742865872,1,13249.864587961476,2
1489.9743697914948,12,2,1,526.63068944956,1,4806.167787684471,2
1976.7630237122883,6,5,0,0.0,1,15470.386266501144,2
1985.6392141880103,48,2,1,959.6058025594373,0,0.0,1
499.86084535755884,12,4,0,0.0,1,19901.26547804569,0
1302.4347394989074,48,5,0,0.0,1,15728.378766978973,0
1217.5783369064677,48,5,0,0.0,0,0.0,0
485.8256322732621,24,5,1,4970.25136493168,1,10813.269080773085,0
1260.6336872175168,24,1,1,3812.172752983681,0,0.0,1
618.0535331259115,48,4,1,4404.897398509811,0,0.0,0
1278.9851057972226,6,1,1,4008.578570389453,0,0.0,1
208.60420752094325,48,5,1,4031.5593025979288,0,0.0,0
773.8162089231826,48,1,1,1194.60065174901,1,5020.011760780998,2
1674.2857464502638,48,5,0,0.0,0,0.0,0
1335.474033031609,48,1,0,0.0,1,15615.353986813883,2
187.10678130148193,48,1,0,0.0,1,7374.306839151446,2
799.1542643419275,6,3,0,0.0,0,0.0,0
1204.4699089123883,4,3,1,2224.389800993607,0,0.0,1
1877.5237770965302,6,1,1,2498.241888468367,1,13086.624379290852,2
1716.3691973428793,4,2,0,0.0,1,13765.783653865854,2
686.0530080628881,6,2,1,1945.6539656790085,0,0.0,1
1764.7932417127486,24,1,0,0.0,0,0.0,0
446.3497947480282,24,2,0,0.0,1,4359.6657839774625,2
1271.707715494497,4,1,1,1467.4011311091522,1,4334.921762977925,2
410.1713050762335,4,2,1,3210.0807674990588,0,0.0,1
1076.3809840886024,12,4,0,0.0,0,0.0,0
848.5897641383905,24,5,1,3032.0861490453967,1,19297.973812451666,0
182.42462285409957,48,4,1,2965.430457296898,1,14938.574179889107,0
1015.2552281937565,48,2,0,0.0,0,0.0,0
1662.4593557811445,12,4,1,2238.9970020530736,1,8258.180097472283,1
312.63297378221534,6,5,0,0.0,0,0.0,0
209.00075856439878,12,5,1,1051.696520307516,0,0.0,0
623.0429454761161,6,5,1,1113.6752993199734,0,0.0,1
1093.0070451713436,48,1,0,0.0,1,9020.340347575051,2
1009.7831108147785,12,5,0,0.0,0,0.0,0
1353.9267496740183,4,3,1,2273.176487171827,1,19761.977819032065,2
260.1063293032288,12,1,1,3927.1734226131125,0,0.0,1
796.8598540099717,12,2,1,1074.366422135632,0,0.0,1
1986.371934057195,6,1,1,4949.7819590046975,0,0.0,1
1918.1964776163438,12,1,0,0.0,0,0.0,0
788.4257362052531,12,2,1,3556.109784304073,1,19313.189189119887,2
1664.6864644999296,24,1,0,0.0,1,6610.478983010302,2
847.5964663258832,12,3,0,0.0,1,5392.30957170997,0
763.400623386948,48,5,1,2299.516305282742,0,0.0,0
1913.9993810098508,4,4,0,0.0,0,0.0,0
70.66519846238481,48,4,1,1836.1698290664458,0,0.0,0
568.8313692090948,6,5,0,0.0,1,4222.130940532069,2
1939.1347139152779,24,2,1,4147.34054799317,0,0.0,1
1841.2764158977295,48,4,1,4990.083070087382,0,0.0,0
1421.3379638542588,4,3,1,3947.420085176148,0,0.0,1
929.1725738018828,12,1,1,4537.804569706377,1,3708.9820145308618,2
1409.14473829557,48,5,0,0.0,1,19215.829092808213,0
1803.0946953431633,12,1,0,0.0,1,19484.896987721884,2
1003.8251334048804,4,2,1,1356.7448893292462,0,0.0,1
727.3692012579182,12,5,1,4598.22848040817,0,0.0,0
830.2064349332683,4,4,0,0.0,1,10460.190043068033,2
1413.3590517560922,4,5,1,2623.6156623601605,1,12421.753876350507,2
371.98410297905764,24,5,1,745.4045281098965,1,12352.25658801704,0
1936.331021291988,12,4,0,0.0,0,0.0,0
1686.0445271032074,4,3,0,0.0,0,0.0,0
1033.191522443397,12,4,0,0.0,1,7457.051335275732,2
1199.5786671147837,6,5,0,0.0,0,0.0,0
1916.0102053566563,4,4,1,3629.645770923944,0,0.0,1
1484.55901100009,6,1,1,935.0522826801778,1,17706.528079727133,2
990.4042571797246,48,4,1,2625.670462332468,0,0.0,0
597.0045560281052,12,4,1,3911.232258690963,1,9374.213612082793,0
215.30364124687878,4,2,0,0.0,0,0.0,0
1810.1227907758507,4,1,1,1796.5634375366096,0,0.0,1
1025.8408486355775,24,3,1,4720.370819110667,0,0.0,0
585.1382803977481,48,4,1,4644.0085952440195,1,13642.11519599911,0
1110.345344399405,12,2,0,0.0,0,0.0,0
147.33888154185257,24,5,0,0.0,0,0.0,0
838.9136658719162,12,2,1,4482.999814947378,1,12769.446100659503,2
141.69076264837128,24,5,1,4134.413427310254,0,0.0,0
154.68306218861622,48,5,1,4516.798718402682,1,13302.273208584564,0
818.3202213144377,48,5,1,1311.5115932820158,1,14826.905863525042,1
301.83856572524047,12,4,0,0.0,0,0.0,0
924.7495780246878,48,3,1,1354.9333699547037,0,0.0,1
968.5102339115455,4,1,0,0.0,0,0.0,0
1340.9335724422867,6,2,1,953.5000398870905,1,11124.559501899486,2
1265.3513228134716,12,4,1,3844.6086120678415,0,0.0,1
802.0792753834991,48,1,0,0.0,1,14635.908649363158,2
315.0453843979139,12,4,1,826.5526393373766,1,4708.884804114372,0
1924.0297678683403,4,1,0,0.0,1,16510.949554883635,2
1102.814688804913,12,5,1,3918.459445060285,1,3227.3499890525313,2
1699.9477201242548,48,5,1,1812.3061253604963,1,17674.86712569654,1
846.4659922957608,6,2,0,0.0,0,0.0,0
592.219191447623,12,4,0,0.0,1,18852.628854947896,0
816.9527057688442,48,5,1,611.4717013410288,0,0.0,1
175.36726730047886,24,3,0,0.0,0,0.0,0
253.28942331516893,24,4,0,0.0,1,12388.61408349005,0
1409.1864840415105,4,5,0,0.0,1,18252.9822292889,2
1992.1515018355367,12,5,1,1062.6757966555037,0,0.0,1
558.547279336417,4,4,0,0.0,1,18145.901943718367,2
58.4115005488502,12,5,1,642.9582336863764,1,16095.420706332574,0
1505.2908938543187,6,4,1,3493.121184280024,1,5234.521810481392,2
992.0367773566725,12,1,1,2314.854074822778,1,18470.676497737524,2
288.04855716441415,4,3,0,0.0,1,10083.897411584036,2
1118.8466808635524,48,5,1,1554.1568579990158,0,0.0,1
1849.4392748585017,24,5,1,4508.817931736092,0,0.0,0
189.58909236747428,48,3,1,4236.57589683621,1,9113.670442063663,0
1090.7063663986958,4,5,1,2232.440047931115,1,15018.819226194579,2
256.5998663350803,12,3,1,4338.905299648813,1,3554.5758555730517,0
1654.9523066801141,48,2,1,4176.253485963307,1,15412.199350559862,2
1853.1601529666284,48,2,0,0.0,1,11571.543505022213,2
1463.4502384297914,48,5,1,4271.464072575171,1,5765.810212235152,0
1534.4249956833837,6,3,1,3079.7384503621815,0,0.0,1
100.3909283831307,4,3,1,1676.138077921839,1,12097.117598253062,2
1323.685050117585,12,3,1,1200.4056835321617,1,8113.588148704089,1
623.683588357197,4,1,0,0.0,1,18740.62614654028,2
1617.4065854734677,12,2,1,613.9558549414593,1,13099.660345747421,2
500.63699561911477,6,4,1,1793.712623990629,0,0.0,1
738.3770903869541,6,5,1,2393.3769529068986,0,0.0,1
1946.910764921476,4,1,1,2798.3601479697677,0,0.0,1
870.5563195059422,48,2,1,4085.073040562494,0,0.0,1
253.71671826967483,12,3,1,3641.5550250473584,1,4576.131689563147,0
1126.3021738181549,4,1,1,1229.4411297202314,1,7831.083175398746,2
819.9666283845166,4,5,0,0.0,0,0.0,0
1395.474936799132,24,5,1,3108.941428892866,1,11257.030667843124,0
1361.984366926745,4,3,1,700.8247007778821,0,0.0,1
1684.7929531584714,48,5,1,3115.080445463813,1,10774.02161411487,1
1799.0066126105705,48,2,0,0.0,0,0.0,0
891.4669796797226,48,2,0,0.0,1,11984.528915751978,2
213.58280892225085,6,1,1,660.3752197930113,1,6482.396283012156,2
224.77820951496122,48,4,0,0.0,1,8214.364800660514,0
1858.5584940737278,4,4,0,0.0,0,0.0,0
